Cve_Ent,Cve_Mun,Value,dirvieng,prec,probprec,raf,tmax,tmin,velvien
4,6,757,5.0,1.4986164329919398,0.5573327769818193,29.265119340815474,21.46124837097128,6.20632307790111,65.00919849288337
4,7,76,5.0,0.9494693488516945,9.56867015499719,27.517113650040514,26.188641134484573,4.132959488694381,92.32251247204304
4,8,870,4.0,1.171308319420043,9.518237844874626,23.126631479890577,23.536916697264687,1.8120378640869994,48.09247448336061
4,9,903,9.0,1.1136298079433367,5.230355158528454,24.53476564785801,31.195461783526476,4.092163704602095,31.00582545111775
4,10,365,9.0,0.7071816023675508,12.696285145799827,25.39015322021478,23.038017899902577,9.70967446637346,45.122726873337214
4,11,685,6.0,0.5567305487749551,10.634706820109447,14.707527663476792,17.43481237253083,5.551298819550717,12.631299369529003
4,12,363,8.0,0.8567212508950771,7.012710005444952,21.43950968033527,28.730658110430426,6.260084933687943,54.471834088739826
4,13,70,,,,,,,
5,1,834,8.0,1.0672325283050386,14.640692534729732,17.04033427405041,24.357759567699468,8.956985219323238,72.80638575165693
5,2,16,5.0,0.6266887734432769,5.614236896011381,16.818129683937617,31.476941242297947,7.354188976221249,63.79326068184695
5,3,322,7.0,0.6378941621482779,13.991575481629642,17.516426867861423,37.16960423794863,3.444554423255311,21.8286818822642
5,4,228,8.0,1.0768611912714534,3.9935174372624305,21.965255034453293,29.20286326969363,14.775791426761419,71.01488954358854
5,5,221,10.0,1.1122888009736682,9.909090481112962,26.291356077390326,21.445156892447244,2.929067112745022,46.61774291562213
5,6,460,9.0,0.9954528636658602,13.304149059106868,26.48411113045868,39.7861298866663,14.361694679926774,6.938936647939964
5,7,965,5.0,1.1426002735557295,9.80538384777011,24.136749934553404,23.634598496870645,9.938715464962726,87.30014056633429
5,8,922,6.0,0.7360061637252031,13.568097333785923,22.076792948100703,27.75187769459884,5.6491309798996205,37.250934397591394
5,9,249,10.0,1.430837761408993,4.0997174143674595,24.01101176599149,15.030911624126514,4.693882275751672,59.0534304197268
5,10,511,9.0,1.016972543360018,5.816398495858211,29.857921869801707,28.911043844748725,7.803710533740357,40.19646572622203
5,11,167,7.0,0.6228707876765056,2.6201966379840917,27.310988793216023,21.101766344544842,4.435250728990469,88.85120810321179
5,12,222,4.0,1.4465893083115358,8.55685922271577,21.515180917291463,35.107180128300314,5.222794478655859,18.435317886913506
5,13,807,10.0,0.945513823096075,10.722555903425159,25.289810921497754,15.275517106403308,14.039124917644262,95.35304850929663
5,14,733,4.0,1.4715435019009964,4.732359894551567,19.17205301943096,39.278914951756356,0.6349032514788672,96.91992246794436
5,15,725,5.0,1.4618127332110946,14.915090844169264,27.105645191602882,25.384889637672728,13.203103533837243,55.24208846435171
5,16,145,7.0,0.8319063439843775,6.40171163001948,25.934936897626777,32.91710092039905,2.2708938983420204,1.0116047377329185
5,17,299,7.0,1.402782838454812,11.90023102904997,20.302319817829417,15.803441306739286,2.8581158180170703,82.30285152968094
5,18,965,8.0,1.271882191217113,4.231411373623021,14.52060386601922,36.96033995685068,4.09762206026418,91.09169059828504
5,19,210,4.0,0.8901987311010411,7.052550182179803,24.52711620523057,35.20633940057216,8.172513467541119,6.210059056211204
5,20,370,4.0,1.1399987623584533,13.048906942677515,27.812061775979487,23.421280676298437,4.246266836584288,22.82041983561295
5,21,369,4.0,0.5953932668885707,6.783320512868098,29.599040468394996,21.263200981794952,14.65607963896069,79.16151407002523
5,22,595,5.0,1.3501073700919894,0.1805458523293152,29.09041511514342,24.975235914669792,14.625658958185687,71.84432414352436
5,23,409,8.0,0.6668588889924946,1.4375444787587126,24.884834310958645,22.951303483164292,2.285385520699539,57.188462664312766
5,24,253,4.0,1.1610659873530893,10.657618567597638,17.9296058883275,16.768845911752035,7.381072436160231,31.305765109045335
5,25,800,8.0,1.4897162938076993,7.265842778371836,17.3933794961779,35.32371785422224,11.34118349302287,26.26512805920229
5,26,460,9.0,0.5556957809348387,11.653967999147044,26.59504720049673,27.725846278967467,13.11262549679688,41.85857185052343
5,27,914,6.0,0.6544297247913828,6.1640558560754775,17.67099991810628,36.912980389826515,4.124391379806456,25.234995413922036
5,28,438,9.0,1.344455462147904,11.746561317754614,24.394816127557092,22.616968699721014,1.965699871297879,63.295465091395855
5,29,224,5.0,0.9875106769734426,4.114236372213126,26.586194682971737,25.83373558222287,5.987566509225964,24.00907650335482
5,30,834,10.0,0.6160946327226748,12.948510091891839,15.760002909075162,31.89613685293667,6.550447452438307,26.86998830931907
5,31,11,7.0,1.0947182192878238,0.9572466206679503,15.973416857173872,24.11138580803002,12.792871584529337,90.16907929765779
5,32,401,5.0,1.1369153857656746,5.2042971933042095,17.12478087311226,37.01089249005119,5.157962207618086,62.35516644255057
5,33,604,10.0,0.5917336898043584,12.632317115955509,15.391163976743888,33.72815154232373,14.391369055895836,63.19176409001697
5,34,105,5.0,1.1684732317391011,1.6463763521722918,27.986037129087805,25.478759306624816,4.763866992452183,20.665279100268275
5,35,762,5.0,1.1198233147048051,0.8372824415907448,24.413730417764622,30.71458985309892,4.404326540617482,20.849051955286647
5,36,697,5.0,1.0893709304685086,2.367950251938324,20.227466762318933,35.64235739611749,9.670015144464065,13.979772415230407
5,37,924,7.0,1.3173819182159958,13.977921596513871,26.12027527851378,36.55822068627019,14.659449458453558,55.761420879005584
5,38,525,,,,,,,
6,1,636,7.0,0.641009706264,14.693981354670987,24.788297527471634,22.870585543125124,10.206722897478594,90.81381204950972
6,2,302,6.0,1.193343746108328,6.845043499783945,28.063532770502043,25.69255712641864,13.751216412172521,13.986830096518176
6,3,249,5.0,0.6155104702118954,8.83611449944286,18.421900923392695,25.074359780694895,7.495956739923185,70.51173742313061
6,4,363,7.0,0.5092674718912246,7.273688686005447,27.191322973527075,30.929286101492785,12.811456604549772,0.7786661068805767
6,5,541,10.0,0.8011508095569665,6.145192280287075,16.813534757607677,37.19824345140371,13.288663821586756,69.76462419628002
6,6,209,9.0,0.8106058261362548,4.84593118774225,23.450963066071417,26.89383527875742,4.529960328881935,55.52552216617078
6,7,323,9.0,1.0038616072499003,0.0994165189776075,21.53543220932922,34.84517581476838,10.789068123639016,68.9391935644466
6,8,62,10.0,1.4919640136455639,14.015995536967822,20.815736712339195,25.459747718968796,3.144664273496339,24.574008878641273
6,9,747,10.0,0.9137470778692123,2.414340681413547,28.82513451495331,32.27937962410125,5.813100401033004,89.86440906084891
6,10,957,,,,,,,
7,1,144,9.0,0.9730239736991215,5.329737501076853,22.561941706284202,16.627513640176026,9.727388051831818,48.74854242092515
7,2,785,6.0,0.824305239780119,11.73999177125478,24.554307321287702,25.647923236057782,6.520668964370332,21.72428246772984
7,3,834,9.0,0.7884305408202479,7.928546974088487,23.806785801112163,24.8165922157945,11.661804188210063,64.60610947607024
7,4,87,4.0,0.8387459328229636,1.354718602429349,25.14860616739118,38.30858596642085,10.337195361774699,39.043879471183104
7,5,461,5.0,1.3131621781854488,1.4004207628779302,15.091571648437315,17.24194660324265,14.383974582278492,26.614736889159097
7,6,381,4.0,1.118933831623997,8.814880120550988,19.77880447097744,25.707705602865744,1.2473639346209586,44.01106690947651
7,7,118,9.0,1.1887400502327776,6.850509862639007,27.123799753991655,39.57158861899637,6.541047388931258,57.941665184564215
7,8,917,4.0,1.441484783122203,9.097093024634713,23.88852171439482,39.00601298731519,4.054549230382687,42.8309153497485
7,9,91,10.0,0.7254257973492123,12.920375542137359,20.441357841508204,29.233377984585182,1.5433026534306022,86.51074619378275
7,10,394,6.0,1.4799752774103991,9.95940138562841,17.321448631997825,38.15050393355853,9.52797808930266,86.06197594688888
7,11,115,10.0,0.732942059222171,2.4006303074254856,26.993135548871862,16.646079152874293,4.2816329174156085,98.14989290275757
7,12,257,10.0,0.7542453455677804,6.892518959057759,19.14015012953636,30.229660865908755,6.618260095946866,87.82902868436831
7,13,492,5.0,0.7260026421653129,4.0471878152052385,27.014239084681925,36.70342904379298,11.598058737983047,3.647640230244442
7,14,497,9.0,0.7253440650403948,2.169152091124677,18.378699920602728,36.79063961205671,8.81524029578992,48.47911191757726
7,15,846,5.0,0.5774083507844197,2.083483362082825,29.694460449912487,20.73187663332859,4.481595080817701,70.33737450626285
7,16,105,4.0,0.9620399070594313,9.576478173819511,25.876691132044996,17.8596113690935,3.852310130413229,70.52321460724707
7,17,984,5.0,0.5113231207930296,7.2776278764153215,15.957462028228825,26.30011175009789,1.5495442858443957,43.03606013446202
7,18,788,6.0,1.4464484327666383,5.909595404467376,16.007705245199357,18.111301021028382,12.468405806497758,88.87966535455466
7,19,30,9.0,0.9900666690015083,10.53374188673812,25.46347613950779,29.766586027353227,1.8140696853434841,70.00917211834407
7,20,345,8.0,0.6005877763905482,7.769159258373005,29.981568927475628,24.87426257536177,5.752791005627806,21.911053705283933
7,21,174,10.0,0.8018981002974116,13.322702486865726,17.856684921480653,25.81755968595207,5.179955607094279,45.93427465675062
7,22,114,5.0,0.8475936442308543,3.6372954349741953,16.845375295471673,26.937076643800175,4.894338610522577,80.71786267948727
7,23,728,6.0,0.8707734553439871,7.968779900710689,19.22940272678892,37.180689979697405,5.825069278024282,25.926132400414936
7,24,90,6.0,1.4452362373765062,9.679906738539461,21.00857499104454,24.269103610559675,5.751852967318435,1.7571530004288016
7,25,251,6.0,1.3761095807377504,13.65342242483956,15.619621960631825,27.650360744553026,1.301353096107719,51.91724376327047
7,26,598,6.0,0.568283110797142,5.061067490797963,20.100852886436073,29.2994758962069,14.988386814410653,61.877826552208525
7,27,184,8.0,0.5010705670091474,11.983816733645,16.688437407542956,30.195056978618332,1.6235046870164493,46.30971337318373
7,28,571,7.0,0.6825399601181794,8.562748204199258,28.711916106980475,33.227864578495044,12.751941839541985,42.63778174415266
7,29,708,10.0,0.602930347251513,0.42019750882503704,29.705754082031184,25.67525965807527,3.275495047699093,3.2301565375323915
7,30,258,6.0,0.8286887659686522,2.9493364126267223,23.104147592687237,34.73018328815313,14.950984000356472,22.23354143138171
7,31,365,8.0,1.4241881735270447,12.311248588280195,25.564454538425238,37.59901577204116,8.041261657383815,11.663740869051464
7,32,365,6.0,1.0106483625526934,6.2833258632999325,27.847892674546458,27.293801996276855,14.923233380884467,81.5456897568353
7,33,610,10.0,0.5899763695705973,14.663697674426711,14.03435267772556,22.03272864095415,9.555530663915507,96.76973139545446
7,34,775,6.0,1.3951329787856857,9.21756016263464,23.541606060050615,15.471548779089751,11.790156271215707,97.45081134416426
7,35,263,5.0,1.2676330820333233,0.7651712382682124,16.26233597426985,21.188855694739615,8.956497609803398,52.18725065669272
7,36,383,5.0,1.2097848104007907,13.102181700641074,18.960090356197128,18.54880351531509,9.160729308079887,14.72881558564234
7,37,896,4.0,0.834010753428415,1.4974796642372146,23.084884874602164,34.23664440528828,5.362314830128799,34.74948208367623
7,38,740,10.0,1.235456064220175,9.870966483789964,27.017208446853473,20.526973477002002,2.5451840167697117,81.25775291481186
7,39,928,10.0,0.9241012566025371,4.012912672862243,27.023318963268878,19.17177252467617,12.610916809455677,97.16059496519034
7,40,372,10.0,0.5999392022679504,12.632615005959039,14.549433257800551,15.082544312691999,11.02535369869066,20.103668203711845
7,41,999,5.0,1.032779776763102,2.8079137995406867,22.646303984932217,23.18895632055234,6.543514863551244,41.61561507605398
7,42,255,8.0,1.4446810636277576,12.581210611384096,18.27056563550456,30.598513820506426,1.580361409712658,57.36087625371884
7,43,653,6.0,0.504879821946434,1.3205305824965097,23.291193314713095,29.69907281812825,5.802316906912402,58.84819708787954
7,44,757,4.0,0.7580152892781304,8.652178780712397,19.987698236789,34.95009986479237,11.304789639597546,5.664434969721476
7,45,426,10.0,1.324066253687464,9.444074272079114,23.10530371221021,28.38143258456323,4.984755992511063,0.19636665449764834
7,46,845,4.0,1.3455245295328542,11.183235333789789,18.286053587069638,30.68852909792922,14.954596676411734,12.412615694522621
7,47,269,9.0,1.4479625378064502,2.9398707605441023,22.508017932563497,39.310929389866004,4.401570190546928,9.074718515737123
7,48,372,8.0,1.3667596368948796,14.728057515311722,27.454846332911615,21.319052501610873,5.415115302687984,81.98524957413244
7,49,183,8.0,0.9609684743146625,0.17562913151461523,29.735612969767896,31.743019118127254,11.287422411891615,18.86793435101657
7,50,906,7.0,0.5703803380825293,10.827183664119548,29.04792282415795,19.704264113443458,14.91605519921421,12.311608846883537
7,51,693,4.0,0.9875128853464281,3.5451409996085212,28.745195815363545,30.217425760685238,9.944927227748753,20.711959021381933
7,52,278,9.0,0.6473389706248279,9.224148006161988,28.751731079038198,29.317893251708547,11.456214437454985,64.0161948217801
7,53,663,8.0,0.9217078003848258,1.3306013280044988,23.782911465569057,17.652951096479796,12.51600363457613,40.12577062931143
7,54,248,7.0,1.2686432806228516,8.737660353264603,22.722607344939753,19.502825625346414,0.4608637054495718,84.2870000822736
7,55,306,4.0,1.1570199168319157,5.652335742410332,24.77360584973043,16.939603524830776,11.18197986744675,30.873747629395044
7,56,876,7.0,0.9101261699911837,0.45245356286033156,21.944064398697684,36.65421286412621,3.722704602758009,33.17734151035433
7,57,497,9.0,1.482339116941125,14.67950158512129,29.559623281812495,34.66363390735658,12.664210391702198,27.990255649848585
7,58,689,8.0,1.4445180768716896,7.210626251296882,21.96396052561141,30.548990680185245,1.4782945299049455,26.53711083635014
7,59,724,7.0,1.0435920988353735,11.124533767437281,26.346295375138617,23.719466985070262,7.030800209595537,94.02138907472347
7,60,170,9.0,0.881457162932636,9.431758536299409,28.237816695318358,35.39920640167732,10.36739818904329,75.67563588538076
7,61,309,6.0,1.3766278755343118,13.286621335463115,17.58605428250509,38.59236268146525,5.792638220760583,17.552615962937203
7,62,209,10.0,0.7539584621672661,5.530359038894472,18.70411979997253,25.059188240521884,10.420366917926453,41.4608537233106
7,63,911,8.0,0.7281957598031032,9.032716001683537,16.84494271848022,24.329405727508405,5.859106905473912,14.142929670183657
7,64,643,6.0,1.4958030754336766,10.742352578720956,15.597396460526026,31.00189209115764,11.561879782520489,2.448066517277625
7,65,167,4.0,0.542485958163918,11.255544958114712,25.480215674239364,28.17097556171664,13.065116625768587,17.825526093030376
7,66,536,7.0,1.35905242187466,9.815523878865138,15.242442748228996,39.18291772897049,1.6258942281260662,65.2411271584056
7,67,411,8.0,1.298039609093375,6.774848560378432,20.60565831142945,28.476230875731453,10.602602824235102,29.604375323984456
7,68,738,10.0,0.9854916581898974,5.415535272255394,20.156368588411222,31.06616421504671,12.04509760489347,81.87874234754199
7,69,204,4.0,0.7207018897708275,10.073373891060173,29.494879284361733,28.09477859419753,14.088094739023031,14.07817797186195
7,70,129,9.0,0.5520864419120116,1.8489873720928944,20.058901704615884,28.330009182502145,0.7050582902048436,76.02771792183907
7,71,331,10.0,1.386646145017735,0.6446120137503025,23.06831816500236,26.916208969647855,7.452316862848144,7.814458675428937
7,72,841,10.0,0.6514407490399905,6.256326468570576,20.351463416761767,23.309541709016614,12.381479982113788,40.45694497911276
7,73,308,6.0,1.2467177793109512,1.069032388108842,20.01494397908476,15.654912929620078,10.852739086821979,41.99518613942179
7,74,296,8.0,0.5052561254573473,6.6634892279335265,15.29345919833843,25.854958982424066,11.19046662863227,50.705389652500834
7,75,235,8.0,1.3464339622181583,10.953002348073076,14.46214444833578,16.405491586649966,0.7442536858884624,27.517325713370276
7,76,174,6.0,0.586880627382421,0.20950891404436456,17.32551161172868,36.43983999139755,4.603328651828238,76.38744060354776
7,77,383,5.0,0.7193617825239772,6.0894562315292315,24.25692419413616,37.887779593908476,9.706122236140262,86.05474151070513
7,78,90,9.0,0.9838082850798241,11.818456323033605,20.3551920228159,26.37636995862787,3.657069273630069,13.573529922006388
7,79,240,4.0,0.6605181044929419,6.012056954627692,24.190283068979436,33.04894625440976,12.150906495402808,69.86858588026202
7,80,287,8.0,0.79866921657036,6.665531820608075,18.06699988954415,17.961111883091043,13.516125497700358,72.72489705532679
7,81,789,7.0,0.9361279285398938,6.734248761512307,28.436838619679314,17.61125557548232,0.5833783991859959,25.405880960770144
7,82,138,8.0,1.4196700039062404,10.490016568599952,29.91016642570982,29.585773900482355,9.226006163243945,15.077134963707472
7,83,565,7.0,1.1551946618701217,4.955390448454565,14.597762486624193,31.087142327588733,3.390435778321861,26.75462043585518
7,84,200,10.0,0.5869517770346051,0.24783213007170957,15.26282711285714,36.29719196296442,10.307567708314993,50.41050519870629
7,85,987,6.0,0.694551037639345,8.038703178664813,20.177996116900697,31.073079394119247,13.408988211280263,91.44425588371179
7,86,378,7.0,0.7695650461013328,0.2756301652754811,23.11564070390121,31.58969061044829,9.283818890197562,65.50620578442347
7,87,903,6.0,0.9050500062283594,13.124797519379516,21.984304560371594,15.165472316695883,10.135110091043874,28.236712171452805
7,88,763,7.0,1.2802088842004709,2.901151781844245,16.026103996786595,33.969176715677584,0.6974818847922426,25.987563691765025
7,89,437,7.0,1.386155424272935,4.4150900341675,24.278714989190327,33.4671550761421,5.334708004593873,28.240063703504248
7,90,589,7.0,0.7537739585758045,13.523604540670052,25.466947740977538,15.788458689192511,9.785955351182094,22.961909190185814
7,91,280,7.0,1.00521265560654,9.219986760891526,19.008618567601555,31.17372888082979,13.666472950794425,0.5426128189229829
7,92,170,6.0,0.9679723950986375,0.1669793238603845,24.33932965359218,21.52526094766325,3.0340339445898747,25.202699646981518
7,93,445,4.0,1.0732804977959258,12.821450033701495,25.891811400740487,32.68018572957777,12.687521388507648,14.284819761517598
7,94,166,10.0,0.778369720895497,9.036322217558627,15.012031094792823,18.450180217289965,7.365797183837452,51.38355752219294
7,96,678,5.0,0.85508382978905,12.4536796561821,25.692571638691025,33.64131477642246,4.1397490481367125,38.449268921304856
7,97,994,8.0,1.3521209531617489,9.550092984642351,26.771181824983792,37.97377696655077,6.94762757898798,62.71737741617538
7,98,662,7.0,0.8467758091066022,2.936803855796675,22.958690781911436,19.363231817040223,11.187028736892833,1.3777480768046302
7,99,137,8.0,0.5664229710739209,5.579343421441543,20.505289642195358,36.34525202541166,5.479754813351311,55.30870210940315
7,100,171,4.0,0.5469697261671255,4.878821503093152,16.012803044914243,18.02827283220541,10.74052639286605,34.460817850351845
7,101,262,10.0,0.5271917895721197,8.945269580348478,28.253096101764257,27.78015124916427,6.196487972279154,49.88426718641135
7,102,552,6.0,1.3343659835001105,12.343620823373792,14.93766428336237,29.795412834122256,11.589941304958613,22.306145629021312
7,103,103,5.0,1.3590999770297254,4.609460530041132,29.425446211028294,20.98865156073345,9.535164228047929,96.9096704105745
7,104,376,6.0,1.0860175553204194,7.238242796120013,22.658418543454793,27.80046966143138,8.851743922734448,76.95302196996768
7,105,378,9.0,1.0793552856996529,1.3687693201334556,15.577987027785065,15.895327882051225,4.03145649515636,29.337344664151587
7,106,45,5.0,1.1903517162343151,0.43185575270794807,28.188386816537516,35.472267947656015,1.797043155635945,75.38196671305131
7,107,247,8.0,0.5464116800039226,7.253788952575732,22.162977020343924,31.28761698298335,6.363172470585665,53.00054557347637
7,108,608,4.0,0.804368078150879,10.014134908648822,15.335198880783013,22.907231368411843,13.983432546463899,11.976180280055859
7,109,25,5.0,0.8406073791523051,12.332451329329842,14.925849487586671,38.48359472811146,5.287913816299131,79.10146845965389
7,110,694,10.0,1.0734281661068992,9.531465656512626,27.85316468139284,32.43338325377337,7.3247676929625065,54.643226350341244
7,111,124,8.0,0.9706094263848303,10.326245383025636,21.634574777524982,35.76702413844458,3.2221272424735723,10.190992674740617
7,112,615,8.0,1.2467323542446733,3.6182378284153627,18.927619134426877,38.42853717927751,3.914707757158267,12.468944934786641
7,113,730,10.0,0.6348613615770589,5.275744159050338,28.490824595910368,20.313080935906765,4.2127532855155305,13.342245393248342
7,114,15,6.0,0.5526060347705675,8.26263783222427,24.663848245102137,20.873088034589195,9.034643873399144,90.5577945831247
7,115,400,6.0,0.8754214602850853,12.141507081308498,17.085049885133756,18.819184428548386,10.460542235622171,35.091492980753166
7,116,385,8.0,0.7513819345338504,6.451224453442943,18.35790962257832,28.23083789725524,8.6194008588165,17.14048514946912
7,117,366,8.0,0.9282774546516122,9.776429129227633,17.997749016992326,30.634385691532245,14.86483715793711,38.79736651240191
7,118,255,6.0,0.9015473511550596,6.074113349175454,21.720950215074758,32.50723460312656,9.451354456708533,55.27049176012062
7,119,159,5.0,1.4831238052898221,8.843713721035835,17.927734648171835,35.73165190487117,6.941262597627856,88.32561613575174
7,120,668,10.0,0.5969315705419422,11.822014479819988,14.50066920058996,19.737040921647683,5.928130474431452,13.64306437684515
7,121,903,4.0,1.0024074681266435,10.21262078132521,23.87262206360684,15.200484356128646,10.869648530075912,22.795171130389136
7,122,908,9.0,1.4485175488435433,8.70338593437762,23.717922747931418,22.167395108440502,2.4228241474736105,97.20917029604823
7,123,970,10.0,1.3690650576712566,5.899104544605632,25.515704959154935,39.17292978753602,1.0192631787937074,30.986512440098924
7,124,436,,,,,,,
7,125,627,,,,,,,
8,1,855,9.0,1.110866182643647,10.557570986308376,25.03003825914938,21.474469857855645,5.649476269299183,27.584878070558105
8,2,497,9.0,0.9689179636403068,11.589462315275295,16.684532974159794,33.65406093685894,11.388536729617186,79.3821893531197
8,3,171,8.0,1.0458353831428564,4.763247305437863,25.549425197497083,30.361301102946875,1.4049344029864441,78.23367922548333
8,4,926,7.0,1.0730354876367985,12.803767432450904,27.444455907943464,19.05411755862047,3.42593931595525,5.472435190821157
8,5,221,9.0,0.8650007560600524,7.77321725157004,17.445695212594742,25.887578462219935,13.73989614715976,10.926201186444139
8,6,992,5.0,0.8869963994305531,0.8109332464462926,17.108230464042443,35.67469402157593,9.07038723722438,89.19886123781427
8,7,608,10.0,1.2733915925176151,8.770797360804677,26.53216395649998,26.93604392844534,7.842053660862177,28.5262377009591
8,8,644,10.0,1.0434006287793056,10.319493284643995,17.266092745711617,37.39663141639733,9.433595509440648,86.18125322499924
8,9,428,7.0,1.132930859802693,5.721299576307885,29.700750791094965,26.9391246576994,6.66017976037476,51.704075135411586
8,10,988,6.0,1.038569723297782,6.2034285630940555,23.38406012701411,24.439977543879927,8.904432505186485,19.89529292449477
8,11,454,7.0,1.0713538039099744,3.6697068710608507,15.27274696504007,22.92878015944519,11.105481915585324,71.05042631572978
8,12,288,6.0,1.1497991553191873,1.7745340431096557,21.178068744413743,38.40485388566303,7.780184035715063,6.176581662373581
8,13,35,5.0,0.7663031216619034,7.974574879816052,20.590477260666482,33.22904999924458,9.348131294147763,38.64922564359637
8,14,575,4.0,1.1115346011446534,3.91510896903564,14.478515408431518,26.85415564310891,12.1664172800805,19.879143431732903
8,15,320,6.0,0.5001472910066688,4.690323443327343,16.128672914331005,20.11765038388214,11.252935817435995,38.94792830228829
8,16,435,4.0,1.0590137635962562,1.3745692950742772,29.183628670465968,37.2619814868456,6.793572061052426,94.7019953722622
8,17,720,6.0,0.6047446732770911,5.628309072531668,29.973036126295433,16.116719406860337,2.612613532335122,59.01019039098732
8,18,945,6.0,0.6865926382071189,7.647596247090105,27.548656911899176,39.09310219267397,6.2273352726314615,65.74270603944467
8,19,870,6.0,0.8223822731147477,5.773894592665434,20.099707360417618,19.45585781078981,3.5682101209678767,88.84336751113636
8,20,30,8.0,1.2294397950771847,11.39382628586951,17.72811823080327,38.2043378575943,13.517249353859182,8.673298006728603
8,21,698,9.0,1.2655510804224588,11.492494366077603,27.241824287000718,36.66552786880137,0.3283767637915358,63.45212071154368
8,22,536,10.0,1.1923311753273813,5.469137349877016,19.398841022577074,22.759304385390134,6.513245194922791,25.785794730058154
8,23,522,4.0,1.1022842276099667,11.667064468205401,25.180964379280752,26.692783366869172,7.329055877509207,86.36171235301899
8,24,442,4.0,0.8673558668208617,8.733721996598595,23.161288190773853,37.78604153133419,14.7023924643498,8.218683558580796
8,25,377,8.0,0.7130405693652621,11.62779544648753,25.06304376856338,22.708483669760916,9.665089321459076,26.62707141485455
8,26,123,5.0,1.419313057559506,13.166995606216444,16.10264741617604,35.1693821426435,7.738473919792284,10.107992058625149
8,27,844,9.0,1.318091507978909,3.5429918557479265,20.350948478672315,24.520376002617027,2.1193559265425552,36.58121099631843
8,28,594,8.0,0.8795548778556691,14.500310211459183,28.326631649435996,20.339347917097378,0.7090354422434486,19.79679239887796
8,29,251,8.0,0.539627660940621,4.443819560739865,25.635633441921033,24.630336942186503,6.388695468081865,90.65708096685941
8,30,551,5.0,0.9329719225088547,3.835156528585652,23.127979610184383,21.54968289784619,12.979794847342317,95.38365180773603
8,31,558,9.0,0.559068693479829,6.19145345619676,29.82996928809153,23.67064446935037,7.962061376069894,65.370572768716
8,32,264,4.0,1.4237840648971236,8.562715975089844,21.745331275025272,33.618345815896234,2.9696571979039548,33.184956153824785
8,33,302,5.0,1.451483774495049,8.960828557815976,26.095709957553037,27.86558883639743,12.297102309773573,8.830763228656268
